"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_CELL_CYCLE_MITOTIC","REACTOME_CELL_CYCLE_MITOTIC",457,0.334505160192262,1.72560402976865,1.85307558871482e-08,8.24618636978094e-07,7.00128182954283e-07,2679,"tags=33%, list=20%, signal=27%","PHLDA1/SRC/RRM2/UBE2D1/CDKN1A/TYMS/CCNB1/CDC6/RAB1A/CENPU/CCNB2/CDK1/CDCA8/TOP2A/RB1/DYNLL1/CDKN2B/BUB1/SEH1L/HJURP/MYBL2/CDC45/CDT1/CCNA2/FBXO5/TMPO/FOXM1/ARPP19/GTSE1/ZWINT/LYN/PLK1/CLASP2/AURKB/PCNA/CCNA1/PPP2CB/ESPL1/E2F2/BUB1B/E2F1/NUMA1/RPA4/TPX2/CENPE/MCM2/RANBP2/MCM6/FBXW11/CDC25A/CSNK1D/POLD3/AHCTF1/YWHAE/HAUS2/HSP90AA1/PSMC2/NCAPH/NUP160/ORC6/MAU2/PSMA3/CHMP2B/NUP98/PDS5A/PMF1/CDC20/PSMD12/UBE2C/TUBB6/MASTL/CDCA5/PSMA2/NUP54/SMC3/CENPA/PTTG1/ANAPC1/SKA2/POLE2/ANKLE2/BIRC5/PSMD14/CENPN/DNA2/CENPM/NCAPG/GINS4/PPP2R1B/RAB8A/NUF2/RFC1/AKT1/CCNH/CCNE1/CENPL/CDK11A/YWHAG/ORC1/PSMD11/JAK2/KIF2C/TUBG1/CNEP1R1/GINS1/CLIP1/HMMR/EP300/CLASP1/AURKA/GMNN/MYC/SUMO1/SPC25/SMC2/TUBB3/SKA1/MCM7/PSMB3/MAD2L1/PPP2CA/MCM10/PPP1CB/CDC27/NUP153/NIPBL/VRK1/UBB/SFI1/NUP107/NUP205/FBXL18/MAPRE1/TK1/HAUS1/DCTN1/NUDC/PAFAH1B1/E2F4/ANAPC10/MCM4/TUBGCP5/TNPO1/ABL1/LBR/TUBB2A/KIF2A/NEK7/LIN54/CDC14A/RCC2"
"REACTOME_INTERFERON_GAMMA_SIGNALING","REACTOME_INTERFERON_GAMMA_SIGNALING",78,0.561882291633954,2.28368866323418,3.44092965198841e-08,1.47841322288881e-06,1.25522116161465e-06,2502,"tags=47%, list=19%, signal=39%","FCGR1A/IFNGR2/OAS3/SOCS3/OAS1/GBP1/OASL/TRIM22/STAT1/TRIM25/OAS2/GBP3/IRF7/IFNGR1/TRIM14/SOCS1/HLA-C/ICAM1/MT2A/GBP5/PIAS1/TRIM5/GBP2/PTPN11/SP100/PRKCD/JAK2/IRF2/CAMK2D/TRIM38/PTPN2/SUMO1/HLA-E/PTAFR/TRIM45/JAK1/YBX1"
"REACTOME_G_ALPHA_I_SIGNALLING_EVENTS","REACTOME_G_ALPHA_I_SIGNALLING_EVENTS",172,0.426479704156654,1.95297190126052,5.60086414219847e-08,2.32622557372643e-06,1.97504156593314e-06,2216,"tags=28%, list=17%, signal=24%","CXCL2/CXCL3/CXCL1/C3AR1/FPR2/RGS1/CCL20/HCAR2/SRC/CCR1/CXCL10/S1PR3/CCL4/GNG5/HCAR3/PDE4B/RGS16/ITPR3/GNAI3/GNA15/KPNA2/C5AR1/CXCR2/RGS18/PPP2CB/CXCR1/ADRA2B/GNAQ/CCR5/FPR1/LPAR1/GNB2/CCL4L2/GPR18/ITPR2/PRKCD/PPP2R1B/CAMKK2/SUCNR1/PPP3CA/C3/CAMK2D/ADCY7/GNGT2/PPP2CA/ANXA1/PPP1CA/CX3CR1"
"REACTOME_NGF_STIMULATED_TRANSCRIPTION","REACTOME_NGF_STIMULATED_TRANSCRIPTION",34,0.693965856577011,2.41318282847046,7.70313181088767e-08,3.09616201173098e-06,2.62874277417389e-06,965,"tags=41%, list=7%, signal=38%","SGK1/FOSB/RRAD/NAB2/TRIB1/FOSL1/EGR2/EGR3/F3/VGF/ID2/NAB1/ATF2/EGR1"
"REACTOME_SIGNALING_BY_GPCR","REACTOME_SIGNALING_BY_GPCR",396,0.341024542025602,1.73062920318565,1.45795436182256e-07,5.6769097963466e-06,4.81988201852525e-06,2223,"tags=23%, list=17%, signal=20%","CXCL2/CCL7/CXCL3/CXCL1/C3AR1/FFAR2/FPR2/RGS1/CCL20/ADM/HCAR2/CCL2/CCL3/PTGER2/SRC/CCL3L3/GPR84/CCR1/CXCL10/CD55/S1PR3/CCL4/GNG5/F2/NRAS/FGD4/EDN1/HCAR3/PDE4B/RGS16/ITPR3/GNAI3/GNA15/KPNA2/C5AR1/CXCR2/RGS18/HBEGF/PPP2CB/CXCR1/ADRA2B/CYSLTR1/GNAQ/CCR5/SHH/FPR1/PROK2/ECT2/PTCH2/CCRL2/ITGA5/ADORA2B/LPAR1/GNB2/CCL4L2/ITSN1/XK/GPR18/GPR35/ITPR2/PRKCD/PTGFR/RASGRP1/PPP2R1B/AKAP13/GNA13/CAMKK2/AKT1/SUCNR1/ARHGEF1/PLXNB1/GHRL/PPP3CA/C3/CAMK2D/FFAR3/PDE8A/TBXA2R/ADCY7/ABR/ARHGEF6/TSHR/GNGT2/VAV1/PPP2CA/ANXA1/ECE2/PTAFR/PPP1CA/CX3CR1/CDC42"
"REACTOME_CELL_CYCLE_CHECKPOINTS","REACTOME_CELL_CYCLE_CHECKPOINTS",225,0.39039137278537,1.86350867732764,2.38720110521727e-07,9.01349265788096e-06,7.65274995452426e-06,2548,"tags=38%, list=19%, signal=31%","UBE2D1/CDKN1A/CCNB1/CDC6/CENPU/CCNB2/CDK1/CDCA8/DYNLL1/BUB1/SEH1L/CDC45/UBE2N/CCNA2/GTSE1/HUS1/ZWINT/PLK1/CLASP2/AURKB/CCNA1/PPP2CB/MDM2/BUB1B/NBN/CENPE/MCM2/RANBP2/MCM6/CDC25A/AHCTF1/YWHAE/PSMC2/NUP160/ORC6/PSMA3/RBBP8/NUP98/PMF1/CDC20/PSMD12/UBE2C/PSMA2/BARD1/CENPA/ANAPC1/SKA2/BIRC5/RAD50/PSMD14/CENPN/DNA2/CENPM/PPP2R1B/NUF2/CCNE1/CENPL/YWHAG/ORC1/PSMD11/KIF2C/TOP3A/CLIP1/CLASP1/CHEK1/TOPBP1/RNF168/SPC25/SKA1/MCM7/PSMB3/MAD2L1/PPP2CA/MCM10/PIAS4/EXO1/CDC27/BLM/UBB/NUP107/MAPRE1/ATR/NUDC/PAFAH1B1/ANAPC10/MCM4"
"REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES","REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES",18,0.817553206475977,2.40425750972676,3.16472317758877e-07,1.15977796449282e-05,9.84689409745112e-06,325,"tags=44%, list=2%, signal=43%","IFI27/IFI44/IFI6/IFI44L/HERC5/ISG15/IFIH1/TRIM25"
"REACTOME_HEMOSTASIS","REACTOME_HEMOSTASIS",476,0.314574185413674,1.6267675268449,4.72696645503655e-07,1.68280005799301e-05,1.42875226686067e-05,2096,"tags=24%, list=16%, signal=21%","SERPINE1/THBD/ITGAX/SERPINB2/SDC1/SERPING1/SRC/ATP2B1/LGALS3BP/GNG5/F2/ANXA5/NRAS/KLC1/FCER1G/KIF4A/CAPZA1/PLEK/IGF1/OLR1/SRGN/ITPR3/JMJD1C/GNAI3/TIMP1/GNA15/PLAUR/F3/SERPINB8/SDC4/SIN3A/LYN/P2RX4/CEACAM1/MAFF/VEGFA/LHFPL2/PPP2CB/MFN2/FAM3C/ADRA2B/GNAQ/TLN1/SLC7A5/CENPE/DOCK4/RAP1A/TNFRSF10B/KDM1A/SLC7A11/TREM1/ITGA5/GAS6/STXBP3/MAFG/GNB2/PTPN11/TUBB6/CD36/CLU/SRI/HGF/DOCK5/ITIH4/ESAM/SLC8A1/ITPR2/FYN/MAPK14/KIF13B/PRKCD/SDC2/GP6/FERMT3/PHACTR2/ITGAM/KIF3A/KIF18B/CD58/RASGRP1/PPP2R1B/TEX264/DOCK8/PHF21A/GNA13/KIF26A/AKT1/VPREB3/SH2B2/JAK2/APBB1IP/PLAU/KIF2C/VPS45/SCCPDH/F5/IRF2/SDC3/MFN1/SELL/DOCK2/RAC2/RHOG/CABLES2/TBXA2R/TUBB3/SH2B3/LAMP2/GNGT2/ITGA3/VTI1B/VAV1/IFNB1/PPP2CA"
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES","REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES",130,0.454323337654942,2.008061838634,5.57242832875336e-07,1.92867936045186e-05,1.63751183344945e-05,2438,"tags=41%, list=18%, signal=34%","OAS3/EIF4G1/MX1/HERC5/EIF2AK2/OAS1/ADAR/IFIT1/OASL/ISG15/CDK1/STAT1/TRIM25/SEH1L/SPHK1/OAS2/UBE2N/KPNA2/DNAJC3/PPP2CB/EIF4A1/MX2/RANBP2/EIF4E/NUP160/NUP98/FANCA/BECN1/EIF4G3/TUBB6/NUP54/UBE2L6/EIF4A2/HSPA2/PPP2R1B/EIF4G2/ABCE1/PTPN2/SUMO1/TUBB3/FANCC/EIF2S2/FANCG/PPP2CA/EIF4E3/USP18/NUP153/UBB/NUP107/NUP205/JAK1/FANCM/EIF2S1"
"REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES","REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES",433,0.308695933690877,1.58380031649498,4.94537348362874e-06,0.000166538793529768,0.000141396880541874,2292,"tags=26%, list=17%, signal=22%","SGK1/EREG/FOSB/RRAD/SPRY2/NAB2/TRIB1/SRC/FOSL1/AREG/TNS3/NCBP2/NRAS/PTPN12/IGF1/RANBP9/STAT1/SPHK1/EGR2/ITPR3/PRDM1/EGR3/ARF6/F3/DUSP6/SIN3A/LYN/MEF2A/SPRED2/HBEGF/VEGFA/VGF/PPP2CB/ID2/WASF1/HGS/RICTOR/PSENEN/SPRY1/SOCS1/ADAM10/NAB1/USP8/POLR2K/AXL/ATF2/ATP6V1D/STMN1/RAP1A/SOCS6/HSP90AA1/PDGFRB/EGR1/PAG1/HIF1A/NCSTN/PTPN11/FAM83D/LAMB3/HGF/ITPR2/FYN/MAPK14/PRKCD/MTOR/EPS15/LAMA5/PAK2/PTPRJ/CD274/FER/DUSP4/PPP2R1B/RAB4B/TNK2/AKT1/GALNT3/ELMO1/ATP6V1G1/APH1B/MXD4/SH2B2/FLT3LG/JAK2/ELMO2/FLT3/MMP9/EP300/LAMC1/PTPN2/CHEK1/MKNK1/DNMT1/LRIG1/MYC/PTPRU/PTPRO/STAM2/COL4A4/SH2B3/ITGA3/VAV1/MAPKAP1/PPP2CA/ATP6V1F/CDC42/ATP6V0A2/FES/NCF2/UBB/ITGAV/FOS"
"REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION","REACTOME_RESOLUTION_OF_SISTER_CHROMATID_COHESION",110,0.442925190697537,1.90390746388894,9.12418440976402e-06,0.000299177204593841,0.000254011228028057,3003,"tags=47%, list=22%, signal=37%","CCNB1/CENPU/CCNB2/CDK1/CDCA8/DYNLL1/BUB1/SEH1L/ZWINT/PLK1/CLASP2/AURKB/PPP2CB/BUB1B/CENPE/RANBP2/AHCTF1/NUP160/NUP98/PDS5A/PMF1/CDC20/TUBB6/CDCA5/SMC3/CENPA/SKA2/BIRC5/CENPN/CENPM/PPP2R1B/NUF2/CENPL/KIF2C/CLIP1/CLASP1/SPC25/TUBB3/SKA1/MAD2L1/PPP2CA/NUP107/MAPRE1/NUDC/PAFAH1B1/TUBB2A/KIF2A/RCC2/TUBA1C/CENPC/CENPF/RAD21"
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES","REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",158,0.392588736053779,1.77162276171499,1.86754679908163e-05,0.0005966572593989,0.000506581520398661,2424,"tags=34%, list=18%, signal=28%","TLR2/CTSL/JUN/UBE2D1/MYD88/NFKB1/NFKB2/TLR4/IRAK2/NFKBIA/S100A8/TLR7/RIPK2/UBE2N/S100A12/BIRC2/IRF7/TANK/DUSP6/MEF2A/PELI1/TNIP2/TBK1/PPP2CB/SOCS1/HSP90B1/FBXW11/ATF2/LY96/PTPN11/CD36/MAP3K8/CD14/MAPK14/NOD2/TAB3/ITGAM/DUSP4/PPP2R1B/USP14/TLR8/PELI2/TICAM1/RIPK3/PPP2CA/USP18/NFKBIB/NKIRAS1/UBB/FOS/UNC93B1/ALPK1/MAP2K1"
"REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION","REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION",55,0.532726343878187,2.01645892225341,2.38544057752681e-05,0.0007430647398996,0.0006308862580038,1490,"tags=36%, list=11%, signal=32%","SGK1/FOSB/RRAD/NAB2/TRIB1/FOSL1/EGR2/EGR3/F3/DUSP6/MEF2A/VGF/PPP2CB/ID2/NAB1/ATF2/EGR1/MAPK14/DUSP4/PPP2R1B"
"REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS","REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS",398,0.303353839827284,1.53635504396423,3.12376427690397e-05,0.000949319582688378,0.000806003362846854,2553,"tags=29%, list=19%, signal=24%","EREG/JUN/BCL2A1/SRC/CDKN1A/AREG/MCL1/GOLGA4/CCNB1/NCBP2/NRAS/KLC1/PTPN12/KREMEN1/RB1/STAT1/ERLEC1/TYK2/IL10/DUSP6/FOXM1/LYN/PIK3AP1/SPRED2/PIM1/HBEGF/ARAF/NR4A1/MAML3/PPP2CB/MECP2/MDM2/RICTOR/PSENEN/TPM4/TLN1/SHH/ADAM10/MAP3K11/SYVN1/RANBP2/HIP1/POLR2K/FOXO3/JAG1/RAP1A/HSP90AA1/AP3B1/PSMC2/PDGFRB/MPRIP/PSMA3/TFG/NCSTN/PSMD12/PTEN/PTPN11/TNKS2/WDR48/CDK8/PSMA2/HDAC4/HGF/DUSP8/IQGAP1/FYN/MYO18A/PSMD14/SEC31A/ESR2/MTOR/TCF7L2/SHOC2/PPP2R1B/HES1/RNF213/AKT1/BAD/BIRC6/APH1B/GCC2/FLT3LG/PSMD11/JAK2/APBB1IP/FLT3/CAMK2D/RAC2/CLIP1/EP300/RHOG/DNMT1/MYC/QKI/HEY1/PSMB3/RRBP1/VAV1/MAPKAP1/PPP2CA/RBPJ/PPP1CB/UBB/CD86/KAT2B/SQSTM1/DCTN1/MAP2K1/CSNK1A1/PIK3CG/ATG7/YES1/SND1/MAML2/AGO2"
"REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE","REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE",25,0.668745373553533,2.16585726452195,4.36044850088163e-05,0.00129359972192822,0.00109830845698898,1655,"tags=40%, list=12%, signal=35%","SMARCA5/OIP5/CENPU/HJURP/CENPW/CENPA/RSF1/CENPN/CENPM/CENPL"
"REACTOME_COMPLEMENT_CASCADE","REACTOME_COMPLEMENT_CASCADE",34,0.596399574213596,2.07390781226372,6.05315615055067e-05,0.00175400757292701,0.00148920977510488,2076,"tags=32%, list=15%, signal=27%","C3AR1/SERPING1/CR1/CD55/F2/C5AR1/C1QC/CLU/C3/C1QA/C1QB"
"REACTOME_MITOTIC_SPINDLE_CHECKPOINT","REACTOME_MITOTIC_SPINDLE_CHECKPOINT",104,0.429650477995694,1.81533124345347,7.6612402324653e-05,0.00216952393855722,0.00184199675445637,2679,"tags=42%, list=20%, signal=34%","UBE2D1/CENPU/CDCA8/DYNLL1/BUB1/SEH1L/ZWINT/PLK1/CLASP2/AURKB/PPP2CB/BUB1B/CENPE/RANBP2/AHCTF1/NUP160/NUP98/PMF1/CDC20/UBE2C/CENPA/ANAPC1/SKA2/BIRC5/CENPN/CENPM/PPP2R1B/NUF2/CENPL/KIF2C/CLIP1/CLASP1/SPC25/SKA1/MAD2L1/PPP2CA/CDC27/NUP107/MAPRE1/NUDC/PAFAH1B1/ANAPC10/KIF2A/RCC2"
"REACTOME_SARS_COV_1_HOST_INTERACTIONS","REACTOME_SARS_COV_1_HOST_INTERACTIONS",89,-0.447456491528973,-1.88241626708625,8.71245799974157e-05,0.00241238281503956,0.002048191880641,1030,"tags=33%, list=8%, signal=30%","RPS19/RPS26/RPS2/BCL2L1/SFTPD/PCBP2/RPS7/RPS11/SMAD4/RPS17/RPS14/EEF1A1/RPS20/RPS24/RPS5/RPS12/RPS21/RPS9/RPS27A/RPS10/RPS29/RPS8/UBA52/RPS16/RPS6/RPS3A/RPS3/RPS4X/RPS4Y1"
"REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE","REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE",104,0.425414381075777,1.7974331623786,9.9035106387971e-05,0.00268255962085678,0.00227758082196592,2424,"tags=38%, list=18%, signal=32%","JUN/UBE2D1/NFKB1/NFKB2/TLR4/IRAK2/NFKBIA/RIPK2/UBE2N/S100A12/BIRC2/IRF7/TANK/DUSP6/MEF2A/TNIP2/TBK1/PPP2CB/FBXW11/ATF2/LY96/PTPN11/MAP3K8/CD14/MAPK14/NOD2/TAB3/DUSP4/PPP2R1B/USP14/TICAM1/RIPK3/PPP2CA/USP18/NFKBIB/NKIRAS1/UBB/FOS/ALPK1/MAP2K1"
"REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING","REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING",13,0.789538512778185,2.10470190843666,0.000105492169140407,0.00279666473933929,0.00237445979812113,553,"tags=31%, list=4%, signal=30%","EREG/AREG/NRAS/HBEGF"
"REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING","REACTOME_SHC1_EVENTS_IN_ERBB4_SIGNALING",11,0.815646949318806,2.08644013275679,0.000108224445271115,0.00280932622516269,0.00238520981354102,553,"tags=27%, list=4%, signal=26%","EREG/NRAS/HBEGF"
"REACTOME_MITOTIC_PROMETAPHASE","REACTOME_MITOTIC_PROMETAPHASE",184,0.355689066505477,1.64918449515289,0.000111014838942751,0.00282294876168709,0.00239677579242674,2789,"tags=36%, list=21%, signal=29%","CCNB1/CENPU/CCNB2/CDK1/CDCA8/DYNLL1/BUB1/SEH1L/ZWINT/PLK1/CLASP2/AURKB/PPP2CB/BUB1B/NUMA1/CENPE/RANBP2/CSNK1D/AHCTF1/YWHAE/HAUS2/HSP90AA1/NCAPH/NUP160/NUP98/PDS5A/PMF1/CDC20/TUBB6/CDCA5/SMC3/CENPA/SKA2/BIRC5/CENPN/CENPM/NCAPG/PPP2R1B/NUF2/CENPL/YWHAG/KIF2C/TUBG1/CLIP1/CLASP1/SPC25/SMC2/TUBB3/SKA1/MAD2L1/PPP2CA/SFI1/NUP107/MAPRE1/HAUS1/DCTN1/NUDC/PAFAH1B1/TUBGCP5/TUBB2A/KIF2A/NEK7/RCC2/SMC4/PLK4/TUBA1C"
"REACTOME_G1_S_SPECIFIC_TRANSCRIPTION","REACTOME_G1_S_SPECIFIC_TRANSCRIPTION",27,0.619539224841158,2.05339861189305,0.000154509261196793,0.00377487332257264,0.00320499086693039,818,"tags=41%, list=6%, signal=38%","RRM2/TYMS/CDC6/CDK1/CDC45/CDT1/FBXO5/PCNA/CCNA1/E2F1/CDC25A"
"REACTOME_ISG15_ANTIVIRAL_MECHANISM","REACTOME_ISG15_ANTIVIRAL_MECHANISM",70,0.465834431203893,1.84471206024704,0.000153981296299195,0.00377487332257264,0.00320499086693039,2388,"tags=43%, list=18%, signal=35%","EIF4G1/MX1/HERC5/EIF2AK2/IFIT1/ISG15/STAT1/TRIM25/SEH1L/UBE2N/KPNA2/EIF4A1/MX2/RANBP2/EIF4E/NUP160/NUP98/BECN1/EIF4G3/NUP54/UBE2L6/EIF4A2/EIF4G2/EIF4E3/USP18/NUP153/UBB/NUP107/NUP205/JAK1"
"REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION","REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION",133,0.387282844264648,1.72147112133589,0.000159769150939663,0.00382831465520808,0.00325036430555387,2097,"tags=34%, list=16%, signal=29%","SRC/RRM2/CDKN1A/TYMS/CCNB1/CDC6/CDK1/TOP2A/RB1/CDKN2B/MYBL2/CDC45/CDT1/CCNA2/FBXO5/LYN/PCNA/CCNA1/PPP2CB/E2F2/E2F1/RPA4/MCM2/MCM6/CDC25A/PSMC2/ORC6/PSMA3/PSMD12/PSMA2/POLE2/PSMD14/PPP2R1B/AKT1/CCNH/CCNE1/ORC1/PSMD11/JAK2/GMNN/MYC/MCM7/PSMB3/PPP2CA/MCM10"
"REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES","REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES",103,0.42473246337904,1.79897226315156,0.000185738737225984,0.0043666125770486,0.00370739684035976,2388,"tags=37%, list=18%, signal=31%","TLR2/IRAK2/NLRP3/SEC24A/ISG15/TLR7/IFIH1/STAT1/TRIM25/SEH1L/TYK2/RIPK2/UBE2N/IRF7/KPNA2/TBK1/SIKE1/HLA-C/RANBP2/HSP90AA1/NUP160/NUP98/BECN1/PTPN11/NUP54/ATG14/NOD2/TAB3/G3BP2/TLR8/IFNB1/HLA-E/SEC24D/NUP153/UBB/NUP107/NUP205/JAK1"
"REACTOME_INTERLEUKIN_6_SIGNALING","REACTOME_INTERLEUKIN_6_SIGNALING",11,0.797254229446578,2.03939121174505,0.000222272185217537,0.00512872486631576,0.004354455090519,2388,"tags=73%, list=18%, signal=60%","SOCS3/IL6/STAT1/TYK2/PTPN11/IL6ST/JAK2/JAK1"
"REACTOME_LEISHMANIA_INFECTION","REACTOME_LEISHMANIA_INFECTION",145,0.366905094390246,1.64246444748278,0.000282465697936656,0.00639913199325588,0.00543307227610219,1307,"tags=19%, list=10%, signal=18%","C3AR1/FCGR1A/JUN/SRC/NFKB1/NFKB2/IL6/GNG5/ACTR3/IL1B/NLRP3/ITPR3/GNAI3/IL10/LYN/P2RX4/IL1A/WASF1/CYSLTR1/MYO10/DVL3/TXN/ADORA2B/GNB2/ITPR2/FYN/RHBDF2/MAPK14"
"REACTOME_RHO_GTPASES_ACTIVATE_FORMINS","REACTOME_RHO_GTPASES_ACTIVATE_FORMINS",124,0.38747011532442,1.69272916262254,0.000337758310600938,0.00751512241087086,0.0063805846269538,2789,"tags=39%, list=21%, signal=31%","SRC/CENPU/CDCA8/DYNLL1/BUB1/SEH1L/ZWINT/PLK1/CLASP2/AURKB/PPP2CB/BUB1B/CENPE/RANBP2/AHCTF1/DVL3/NUP160/NUP98/PMF1/CDC20/TUBB6/CENPA/SKA2/BIRC5/CENPN/CENPM/PPP2R1B/NUF2/CENPL/KIF2C/CLIP1/CLASP1/SPC25/TUBB3/SKA1/MAD2L1/PPP2CA/CDC42/NUP107/MAPRE1/ITGB1/NUDC/PAFAH1B1/TUBB2A/KIF2A/RCC2/PFN2/TUBA1C"
"REACTOME_REGULATION_OF_IFNG_SIGNALING","REACTOME_REGULATION_OF_IFNG_SIGNALING",14,0.730825953093361,1.96615133053416,0.000362632922866915,0.00790218059567063,0.00670920968036579,2388,"tags=79%, list=18%, signal=65%","IFNGR2/SOCS3/STAT1/IFNGR1/SOCS1/PIAS1/PTPN11/JAK2/PTPN2/SUMO1/JAK1"
"REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND","REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND",15,0.711843649867576,1.962974776084,0.000367838262077766,0.00790218059567063,0.00670920968036579,1743,"tags=60%, list=13%, signal=52%","FAS/TLR4/TNFSF10/LY96/TNFRSF10B/CD14/CFLAR/TRADD/TICAM1"
"REACTOME_PKR_MEDIATED_SIGNALING","REACTOME_PKR_MEDIATED_SIGNALING",59,0.474447778579087,1.81804919982483,0.000393983802956243,0.00830201737771506,0.00704868418062316,2920,"tags=46%, list=22%, signal=36%","HERC5/EIF2AK2/ADAR/ISG15/CDK1/STAT1/TRIM25/SPHK1/DNAJC3/PPP2CB/FANCA/TUBB6/UBE2L6/HSPA2/PPP2R1B/PTPN2/SUMO1/TUBB3/FANCC/EIF2S2/FANCG/PPP2CA/FANCM/EIF2S1/TUBB2A/TUBA1C/MAP2K6"
"REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE","REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE",102,0.406279034199349,1.71980353298496,0.000399776117706985,0.00830201737771506,0.00704868418062316,2424,"tags=37%, list=18%, signal=31%","JUN/MYD88/NFKB1/NFKB2/TLR4/IRAK2/NFKBIA/TLR7/RIPK2/UBE2N/S100A12/IRF7/DUSP6/MEF2A/PELI1/TNIP2/PPP2CB/FBXW11/ATF2/LY96/MAP3K8/CD14/MAPK14/NOD2/TAB3/DUSP4/PPP2R1B/USP14/PELI2/TICAM1/PPP2CA/USP18/NFKBIB/NKIRAS1/UBB/FOS/ALPK1/MAP2K1"
"REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1","REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1",17,0.68812985924054,1.97122055944168,0.000421417561345831,0.00860797182683452,0.00730844951082935,2272,"tags=53%, list=17%, signal=44%","MYD88/NFKB1/NFKB2/NFKBIA/ZBP1/TICAM1/RIPK3/NFKBIB/NKIRAS1"
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",110,0.389815070773821,1.67561438899844,0.000534102012986583,0.0105633509235124,0.00896863029325841,1851,"tags=25%, list=14%, signal=21%","THBD/ITGAX/SDC1/SRC/F2/NRAS/FCER1G/OLR1/SDC4/LYN/CEACAM1/SLC7A5/TNFRSF10B/SLC7A11/TREM1/ITGA5/GAS6/PTPN11/ESAM/FYN/SDC2/GP6/ITGAM/CD58/VPREB3/SDC3/SELL"
"REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING","REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING",124,0.380252883983361,1.66119945883061,0.000532340382840419,0.0105633509235124,0.00896863029325841,2424,"tags=35%, list=18%, signal=29%","MYD88/NFKB1/NFKB2/IRAK2/NFKBIA/IL1RN/IL1B/PTPN12/RIPK2/UBE2N/S100A12/PELI1/TNIP2/TBK1/IL1RAP/IL1A/IL1R1/FBXW11/IL1R2/PSMC2/PSMA3/PSMD12/PTPN11/PSMA2/MAP3K8/PSMD14/NOD2/TAB3/ALOX5/IL18R1/PSMD11/USP14/PELI2/PTPN2/PTPN7/IL18BP/PSMB3/USP18/NFKBIB/NKIRAS1/UBB/SQSTM1/ALPK1/MAP2K1"
